trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9590096190983844}",25,0,-194.87900715357057,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
184,False,"{'a': 0.5, 'e': 0.9585635409273616}",35,0,-117.70193967373979,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.9581150999935522}",25,0,-155.0679912453344,"{0: 12, 1: 1, 2: 9, 3: 2, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9576642974023177}",20,0,-89.1997585452055,"{0: 13, 1: 2, 2: 1, 3: 4, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.9572111342648416}",30,0,-110.94782640217409,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9567556116981252}",30,0,-174.4114778681003,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9562977308249859}",20,0,-50.83920569647653,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9558374927740542}",20,0,-106.047658430851,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.9553748986797704}",30,0,-152.79352658470322,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9549099496823826}",35,13,-66.78864842485072,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.9544426469279434}",25,0,-48.304688449984525,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.953972991568307}",20,0,-91.35415704628899,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.9535009847611267}",25,0,-229.3727514384567,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
196,False,"{'a': 0.5, 'e': 0.9530266276698517}",20,0,-103.08163325778975,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9525499214637247}",20,0,-86.35290862064876,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.9520708673177787}",20,0,-71.42849568403315,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.9515894664128338}",20,0,-42.84833984289616,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.951105719935495}",30,0,-61.68496377607236,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.9506196290781486}",20,0,-134.5102430430759,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.9501311950389598}",20,0,-107.13594065693145,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9496404190218695}",25,0,-178.5393294843363,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.949147302236591}",25,0,-134.8716870263251,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.948651845898608}",30,0,-180.9118314771226,"{0: 17, 1: 1, 2: 8, 3: 2, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.9481540512291703}",35,0,-305.5764544418173,"{0: 16, 1: 2, 2: 11, 3: 2, 4: 4}",0
207,False,"{'a': 0.5, 'e': 0.9476539194552918}",20,0,-77.09492625547196,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9471514518097469}",25,0,-132.41538911587244,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
209,False,"{'a': 0.5, 'e': 0.946646649531068}",20,0,-131.25322516149166,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9461395138635421}",20,0,-54.34706706213255,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.9456300460572075}",30,0,-277.86477177206035,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 5}",0
212,False,"{'a': 0.5, 'e': 0.9451182473678511}",30,0,-165.78589188420227,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9446041190570053}",25,0,-79.72378564573238,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9440876623919446}",20,0,-161.05278119222254,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
215,False,"{'a': 0.5, 'e': 0.9435688786456831}",25,0,-200.95245425422158,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
216,False,"{'a': 0.5, 'e': 0.9430477690969702}",20,0,-139.81274649965803,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9425243350302888}",30,0,-232.97985793692428,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
218,False,"{'a': 0.5, 'e': 0.9419985777358512}",25,2,-105.17656330588018,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.9414704985095962}",20,0,-28.692471083411462,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.9409400986531861}",20,0,-80.48980906674723,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9404073794740033}",25,0,-113.63652283285079,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9398723422851469}",25,0,-132.45176520724996,"{0: 11, 1: 3, 2: 9, 3: 2, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.93933498840543}",30,0,-198.752081297578,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.9387953191593756}",20,0,-134.97813048183235,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.9382533358772145}",20,0,-88.87487987258856,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.9377090398948807}",25,0,-98.62342578739393,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.9371624325540093}",35,0,-107.18556506453864,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.9366135152019325}",30,0,-144.29078150821,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9360622891916762}",25,2,-45.718576552064526,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.9355087558819573}",25,0,-46.69145061719127,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.9349529166371795}",20,0,-39.590131678170806,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.9343947728274309}",25,0,-88.01693794938377,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.9338343258284799}",25,10,-26.977322008340003,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.933271577021772}",20,6,-21.890352613790434,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.9327065277944264}",35,10,-95.15961323641373,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.9321391795392326}",30,0,-179.52534009647675,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
237,False,"{'a': 0.5, 'e': 0.9315695336546472}",25,0,-199.7868857356419,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.93099759154479}",25,11,-47.40507133577243,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.9304233546194407}",25,0,-160.44776878870167,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.9298468242940358}",25,0,-117.83757741672503,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.9292680019896643}",20,0,-53.28851472305545,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.9286868891330653}",20,0,-8.87075234961629,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.9281034871566235}",20,0,-64.00839618701247,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.927517797498366}",30,0,-145.87714472271432,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.9269298216019592}",25,0,-189.7951437696122,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.9263395609167044}",20,7,0.2143426355405187,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.9257470168975349}",20,0,-105.25665419167274,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.9251521910050122}",30,12,-45.40792767289386,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.9245550847053222}",30,0,-154.82670404426707,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.9239556994702721}",20,0,-181.91719845634398,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
251,False,"{'a': 0.5, 'e': 0.9233540367772862}",20,0,-115.35021133122504,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.9227500981094026}",20,0,-115.28398074070748,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.9221438849552692}",20,0,-36.451120793927736,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.9215353988091408}",20,0,-156.8326086720882,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
255,False,"{'a': 0.5, 'e': 0.9209246411708745}",20,0,-154.63919163866714,"{0: 8, 1: 3, 2: 5, 3: 3, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9203116135459264}",25,0,-150.1733400002557,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
257,False,"{'a': 0.5, 'e': 0.919696317445348}",20,6,-86.31147123417813,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.9190787543857823}",25,2,-31.88126117488179,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.9184589258894604}",25,0,-45.327522406730814,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9178368334841971}",20,0,-108.05575434863071,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
261,False,"{'a': 0.5, 'e': 0.9172124787033875}",20,4,-28.42572590274916,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.9165858630860038}",30,21,16.34856546697786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.91595698817659}",25,10,-75.36652977617865,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
264,False,"{'a': 0.5, 'e': 0.9153258555252599}",25,10,-85.32466937878577,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.914692466687692}",20,0,-122.16572210867506,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.914056823225126}",20,0,-130.78302101386544,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.9134189267043593}",25,0,-141.5103371620156,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
268,False,"{'a': 0.5, 'e': 0.9127787786977426}",30,0,-207.00257092429405,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
269,False,"{'a': 0.5, 'e': 0.9121363807831764}",20,0,-36.747815961782635,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9114917345441071}",25,12,-100.44439976419554,"{0: 6, 1: 0, 2: 5, 3: 1, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.9108448415695227}",20,2,-66.08371770987213,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.9101957034539496}",30,0,-278.38597023830954,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 5}",0
273,False,"{'a': 0.5, 'e': 0.9095443217974479}",25,0,-47.33539231592257,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.908890698205608}",30,0,-129.23175056131802,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.9082348342895461}",25,0,-37.98882047484164,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.9075767316659011}",25,0,-44.20115750299245,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.9069163919568297}",25,0,-60.5253614155025,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.9062538167900029}",30,0,-148.3326168032312,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.9055890077986021}",20,0,-90.98033350247111,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.9049219666213144}",30,0,-163.03203403855375,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
281,False,"{'a': 0.5, 'e': 0.9042526949023293}",30,0,-111.94428785414581,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.9035811942913344}",25,0,-181.4584480144653,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
283,False,"{'a': 0.5, 'e': 0.9029074664435112}",20,0,-88.28653233630526,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9022315130195311}",20,0,-118.66471371915732,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9015533356855514}",20,0,-85.48152352225776,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.900872936113211}",25,0,-148.63458444611348,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.9001903159796265}",20,0,-66.32301057553302,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.8995054769673879}",35,0,-163.4736332372644,"{0: 23, 1: 3, 2: 4, 3: 3, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.8988184207645545}",20,0,-69.15772351039935,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.898129149064651}",25,4,-58.63011921233281,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.8974376635666625}",20,0,-193.9473368727052,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.8967439659750317}",20,0,-168.69436238672043,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
293,False,"{'a': 0.5, 'e': 0.896048057999653}",20,0,-121.91074892882207,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.8953499413558699}",30,0,-68.45373050259155,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.8946496177644697}",25,0,-162.53336999288854,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
296,False,"{'a': 0.5, 'e': 0.8939470889516796}",35,0,-102.35791453956026,"{0: 23, 1: 2, 2: 8, 3: 2, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.8932423566491625}",30,0,-172.49284422293766,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.8925354225940129}",20,0,-85.22354074569385,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.8918262885287519}",30,0,-152.24641468274345,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.891114956201324}",30,0,-121.19300903559352,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.8904014273650916}",20,0,-55.44558382824044,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.8896857037788317}",25,0,-167.44202024659222,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
303,False,"{'a': 0.5, 'e': 0.8889677872067312}",20,0,-79.95212566936829,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.888247679418382}",20,0,-90.94218870392893,"{0: 10, 1: 7, 2: 1, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.8875253821887774}",20,8,-73.44727164157128,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.8868008972983078}",30,15,-23.93597024766534,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.8860742265327554}",20,0,-42.62773520585727,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.8853453716832905}",25,2,-7.967072961948087,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.8846143345464674}",20,0,-34.048600277889584,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.8838811169242189}",25,0,-144.39291319915418,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.8831457206238528}",20,7,-48.68854179798647,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.8824081474580471}",35,0,-28.43688441128898,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.8816683992448454}",20,0,-126.05129534794698,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.8809264778076529}",20,0,-47.175557939664586,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.8801823849752313}",25,0,-71.70919809321855,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.8794361225816945}",35,0,-154.2764200521411,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
317,False,"{'a': 0.5, 'e': 0.8786876924665045}",25,0,-143.74931936696356,"{0: 11, 1: 5, 2: 5, 3: 4, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.8779370964744663}",25,12,-93.81268448771067,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 2}",1
319,False,"{'a': 0.5, 'e': 0.8771843364557234}",20,0,-99.11705958244592,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
320,False,"{'a': 0.5, 'e': 0.8764294142657537}",20,0,-94.46854596512296,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.8756723317653645}",25,16,-42.90559766242359,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.8749130908206881}",25,6,-100.04948428792453,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 2}",1
323,False,"{'a': 0.5, 'e': 0.8741516933031772}",20,0,-122.63331631307959,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
324,False,"{'a': 0.5, 'e': 0.8733881410896001}",25,0,-120.63830838614255,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
325,False,"{'a': 0.5, 'e': 0.8726224360620362}",25,0,-170.26179166492588,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
326,False,"{'a': 0.5, 'e': 0.8718545801078713}",20,0,-100.6737728463877,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.8710845751197935}",20,0,-93.63053864776263,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.8703124229957875}",25,0,-95.59131917290226,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
329,False,"{'a': 0.5, 'e': 0.8695381256391306}",20,0,-46.65941715993171,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.8687616849583882}",30,9,11.307101456877763,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.8679831028674084}",25,0,-92.73264107818574,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.8672023812853178}",20,9,-18.094309137577216,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.8664195221365165}",25,13,-34.16655530474504,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.865634527350674}",35,0,-91.70659941856789,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.8648473988627231}",30,3,-159.59339804250223,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 2}",1
336,False,"{'a': 0.5, 'e': 0.8640581386128567}",30,2,-113.84814882123871,"{0: 19, 1: 5, 2: 1, 3: 1, 4: 2}",1
337,False,"{'a': 0.5, 'e': 0.863266748546522}",25,0,-80.36945005762223,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.8624732306144158}",20,0,-118.68617290214733,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
339,False,"{'a': 0.5, 'e': 0.8616775867724802}",25,0,-15.48043496150559,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
340,False,"{'a': 0.5, 'e': 0.8608798189818971}",25,0,-58.46279859694291,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.8600799292090843}",30,0,-216.19077658382162,"{0: 15, 1: 2, 2: 9, 3: 1, 4: 3}",0
342,False,"{'a': 0.5, 'e': 0.8592779194256893}",20,5,-114.43145777447187,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 2}",1
343,False,"{'a': 0.5, 'e': 0.8584737916085857}",25,12,-65.33905470706563,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.857667547739868}",25,7,4.615457920666586,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.856859189806846}",30,0,-42.86090528194349,"{0: 25, 1: 1, 2: 1, 3: 3, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.8560487198020409}",20,0,-40.2176992269156,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.8552361397231798}",25,0,-83.5929746849115,"{0: 18, 1: 0, 2: 3, 3: 4, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.8544214515731909}",20,0,-121.48134107600777,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
349,False,"{'a': 0.5, 'e': 0.8536046573601987}",20,8,-4.8687661096840475,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.8527857590975187}",20,0,-70.85510581011,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.851964758803653}",30,16,-57.46335932900142,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.8511416585022844}",25,0,-117.0600346686421,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.8503164602222729}",20,0,-116.15717389870629,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.8494891659976491}",20,5,-92.75840999783061,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.8486597778676102}",25,0,-40.03059971439827,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.8478282978765144}",30,0,-160.69743099237098,"{0: 21, 1: 2, 2: 2, 3: 2, 4: 3}",0
357,False,"{'a': 0.5, 'e': 0.8469947280738764}",20,0,-33.52322126960323,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.8461590705143621}",30,2,-176.78041989438424,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 3}",1
359,False,"{'a': 0.5, 'e': 0.8453213272577833}",25,5,-86.89685368079464,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.8444815003690929}",35,0,-320.7914537254976,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 6}",0
361,False,"{'a': 0.5, 'e': 0.8436395919183799}",20,0,-121.630568671389,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.8427956039808638}",25,0,-71.31170933112281,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.8419495386368903}",20,0,-45.385982159993475,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.8411013979719252}",25,12,-13.37170033856505,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.8402511840765502}",25,0,-140.68071503433492,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
366,False,"{'a': 0.5, 'e': 0.8393988990464568}",30,0,-185.32185226797398,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
